Power,SolRad,OutsideTemp,SimulatedTemp
-31500,135.368715322185,19,23
-31500,126.483361633016,19,20.3405991226299
-31500,124.12245147823,19,19.8828837286675
-31500,106.441911558768,17.5,19.4943164736393
-31500,92.6147247638693,17.5,19.0847099815243
-31500,54.7300060300388,16,18.6701623790177
31500,51.8764903224321,16,18.2346667856423
-31500,40.2895984617323,16,22.475810700775
-31500,29.8610526873186,16,17.895396743387
-31500,22.7628176976471,16,17.5603850440024
31500,17.7580708494921,16,17.242868279445
31500,13.9417946973266,16,21.6234876838206
31500,10.8492,16,21.8165671598985
-31500,8.20973333333334,16,22.0258827056579
-31500,6.73853333333333,16,17.5536466577714
-31500,5.905,16,17.2814346991061
31500,4.97276666666667,16,17.0002523856452
-31500,4.25076666666667,16,21.4017420147824
-31500,3.80236666666666,16,16.9256753981624
31500,3.48983333333333,16,16.663294087558
-31500,3.2753,16,21.0818800540551
31500,3.09953333333333,16,16.6170746208079
31500,2.98013333333333,16,21.0489936551324
31500,2.94056666666667,16,21.2752906274454
-31500,2.89436666666666,16,21.5066571441641
-31500,2.87296666666667,16,17.0525961875888
-31500,2.8274,16,16.7929605794417
-31500,2.8576,16,16.5231295816929
-31500,2.8779,16,16.2543701607505
-31500,2.83016666666667,16,15.9921028848212
31500,2.82473333333333,16,15.7389351856303
31500,2.82486666666667,16,20.1740780046921
-31500,2.8375,16,20.4135704077816
-31500,2.84896666666666,16,15.9837288393344
31500,2.8484,16,15.7599604888165
-31500,2.87113333333333,16,20.2071026017674
-31500,2.86276666666667,16,15.7691171847418
31500,2.84536666666667,16,15.5433864370598
-31500,2.82756666666667,16,19.9914984143252
-31500,2.8236,16,15.5552021209882
31500,2.84786666666667,16,15.3343925704257
31500,2.87973333333333,16,19.7886168456785
-31500,2.90126666666667,16,20.036781290094
31500,2.8956,16,15.6124017539478
31500,2.86286666666667,16,20.0694078419502
31500,2.88,16,20.3124696482837
-31500,2.86553333333333,16,20.5565232600667
-31500,2.84103333333333,16,16.1144219727446
31500,2.83923333333333,16,15.8689680695136
-31500,2.82693333333334,16,20.2911259788685
-31500,2.79686666666667,16,15.8279885983905
-31500,2.76143333333333,16,15.5768824496742
-31500,2.76013333333334,16,15.3240923640934
-31500,2.7305,16,15.0758768203488
31500,2.71636666666667,16,14.835745415498
-31500,2.7317,16,19.2811503443016
31500,2.7199,16,14.8475713858878
-31500,2.68676666666667,16,19.3105803706852
31500,2.67273333333334,16,14.8863757036825
31500,2.71666666666667,16,19.3518182400661
-31500,2.70183333333333,14.5,19.605350915612
31500,2.69623333333333,14.5,15.113333728347
31500,2.7062,13,19.4633476598659
-31500,2.72873333333333,13,19.5581740453661
31500,2.71386666666667,13,14.9572018755855
-31500,2.7187,13,19.282232065921
31500,2.7142,13,14.7411709501531
31500,2.70123333333334,13,19.1056790575966
-31500,2.72186666666667,13,19.2711303151489
-31500,2.71893333333333,13,14.765833314818
31500,2.73036666666667,13,14.4645671559911
-31500,2.71716666666667,13,18.8412364029494
31500,2.71096666666667,13.5,14.3380544477001
31500,2.69653333333333,13.5,18.7532713758719
-31500,2.72413333333333,14,18.9783456249504
-31500,2.69276666666666,14,14.5406939457402
-31500,2.7335,14,14.3113652046729
-31500,2.7414,14,14.0618869537533
31500,2.7152,14,13.8063808741051
31500,2.74683333333333,14,18.2323246429562
31500,2.75033333333333,14,18.4598013972304
31500,2.73246666666667,14,18.6972164910815
31500,2.73406666666667,14,18.9338942442564
-31500,2.7172,14,19.1642211197829
31500,2.75423333333333,14,14.7031871564073
31500,2.7283,14,19.116797833924
-31500,2.70893333333333,14,19.3144240134685
31500,2.7429,14,14.8318963436791
31500,2.72676666666667,14,19.2316774683071
31500,2.71753333333333,14,19.4179189940427
31500,2.71623333333333,14,19.6080817806386
-31500,2.6974,14,19.7966781335101
31500,2.68903333333333,14,15.2963107219112
-31500,2.68783333333333,14,19.6745248907296
31500,2.71393333333333,14,15.1582440975795
31500,2.7037,14,19.534687681591
31500,2.7109,13.5,19.7015011765437
-31500,2.71123333333333,13.5,19.851985873178
31500,2.68403333333333,13,15.3089010576459
-31500,2.68016666666667,13,19.6340635388784
